"ID.point","Station","Date","Long","Lat","Elevation","CE","DQO","OD","pH","SST","T.","Turb","NT","PT"
21011,8820,"1/12/2011 ",-75.824055555556,1.867083333333,1032,57.2,66,7.4,7.57,440,20.7,400,2,0.2
21012,27633,"1/12/2011 ",-75.775361111111,2.02625,893,43.8,290,6.8,7.25,1980,21.9,1910,6.8,0.96
21013,8548,"2/12/2011 ",-75.669722222222,2.172777777778,758,99,26,7.4,7.97,150,23.5,150,1.1,0.16
21014,8774,"2/12/2011 ",-75.648555555556,2.232361111111,710,97.2,12,7.2,6.94,430,21,310,1.4,0.22
21015,27646,"3/12/2011 ",-75.914555555556,2.455444444444,1140,99.1,75,8,7.66,970,15.8,510,1.3,0.95
21016,27556,"3/12/2011 ",-75.761555555556,2.45925,788.06,94.4,74,7.9,6.61,580,19.5,330,1.1,0.57
21017,27423,"5/12/2011 ",-75.118944444444,3.44325,340.273,135.1,31,7,7.76,1110,24.4,900,2,1.3
21041,8542,"6/12/2011 ",-75.332944444444,2.766694444444,469,126.2,44,7,7.4,730,22.9,390,1.2,1.6
21042,27736,"6/12/2011 ",-75.301555555556,2.544777777778,1260,121.5,42,7.2,6.72,1010,19.6,570,0.99,3.4
21043,8803,"6/12/2011 ",-75.37125,2.566722222222,740,126.1,38,8,7.33,1080,21.9,530,0.68,1.2
21044,27873,"5/12/2011 ",-75.619222222222,1.621166666667,270,27.9,10,7.8,7.8,4.5,24.8,2.9,0.5,0.05
21050,27842,"7/12/2011 ",-74.853333333333,4.891,252,114.6,36,8.3,6.83,690,23.6,410,0.89,0.55
21051,27616,"8/12/2011 ",-74.749527777778,5.292638888889,168,58.2,32,8.7,7.13,520,24.8,270,0.73,0.4
21052,27711,"8/12/2011 ",-74.661916666667,5.469222222222,172.17,140.7,69,7.3,7,1520,28.8,1270,1.8,1.6
21085,27548,"13/12/2011 ",-74.838166666667,4.387861111111,251.79,149,39,5.9,7.07,1090,27,980,2.5,0.97
21086,26350,"14/12/2011 ",-75.711777777778,2.644027777778,1518,157,10,NA,8.05,52,18.9,33,0.5,0.18
21089,27821,"10/12/2011 ",-74.725555555556,5.730833333333,160,43.8,10,7.7,7.11,140,25.6,49,0.5,0.24
21090,27705,"12/12/2011 ",-74.631555555556,5.760527777778,154,358,620,7.7,7.05,11700,27.5,4440,19,9.3
20612,27855,"17/8/2011 ",-74.384222222222,4.403833333333,1480,77.6,28,7,6.33,32,19.8,50,2.2,0.19
20613,27873,"18/8/2011 ",-75.619222222222,1.621166666667,270,33.2,59,7.5,6.43,4.5,22,3,0.5,0.05
20617,27684,"18/8/2011 ",-73.146444444444,7.166333333333,600,237,45,6,7.13,580,26.1,340,5.4,1.06
20618,27640,"18/8/2011 ",-72.936383333333,4.103019444444,177.417,67.6,23,6.9,6.92,770,28.2,480,0.65,0.55
20619,27601,"19/8/2011 ",-73.635361111111,4.235333333333,523,112.7,17,7.4,7.63,57,19.8,80,0.5,0.08
20620,27661,"22/8/2011 ",-73.969444444444,8.992527777778,29.49,155.1,150,5.8,7.01,760,28.6,540,1.6,0.75
20623,27950,"21/8/2011 ",-72.291388888889,4.817,290,90.5,33,7.5,7.37,500,26.8,430,1.1,0.54
20624,27694,"22/8/2011 ",-72.412697222222,5.367547222222,374.65,123.3,21,7.7,7.95,75,23.4,68,1.4,0.32
20625,27596,"21/8/2011 ",-74.500722222222,4.19225,750,20.8,31,7.5,6.64,27,20.8,23,0.5,0.15
20627,27727,"26/8/2011 ",-74,4.433333333333,2020,107.7,10,7.5,6.75,34,14.7,29,0.5,0.15
20628,8774,"27/8/2011 ",-75.648555555556,2.232361111111,710,92.3,19,6.5,7.86,120,22.8,98,0.5,0.3
20655,27674,"29/8/2011 ",-74.060777777778,5.6495,457,371,35,4.5,7.61,1020,23.8,740,1.9,0.6
20656,27965,"30/8/2011 ",-73.57025,5.878138888889,1720,312,17,3.9,7.55,38,18,48,0.5,0.14
20657,27594,"1/9/2011 ",-72.716666666667,6.383333333333,1050,263,42,6.7,7.4,730,19.4,640,1.3,0.93
20658,27633,"31/8/2011 ",-75.775361111111,2.02625,893,34,100,7.5,7.33,720,22.1,550,2.4,0.54
20659,27937,"1/9/2011 ",-76.644333333333,2.467555555556,1626,358,16,7.6,4.53,23,17.5,14,1.1,0.17
20660,8803,"2/9/2011 ",-75.37125,2.566722222222,740,129.3,12,6.9,8.22,11,23.2,6.8,0.5,0.1
20661,27578,"3/9/2011 ",-72.782222222222,6.000277777778,2200,216,34,7.9,7.08,130,14.9,65,1.3,0.28
20662,27845,"4/9/2011 ",-74.785583333333,8.030055555556,37.364,60.8,15,7.4,6.86,300,28.6,270,2,0.21
20663,27906,"5/9/2011 ",-74.563166666667,8.387416666667,28.929,165.2,12,6.6,7.58,370,28.6,200,0.8,0.75
20664,27761,"7/9/2011 ",-75.193694444444,7.962138888889,52.55,133.1,27,6,7.32,1110,28.4,810,1.3,0.77
20676,27908,"8/9/2011 ",-75.544305555556,2.643805555556,575,150.9,10,7.7,7.91,4.5,33,5.6,0.5,0.09
20682,27600,"9/9/2011 ",-77.300555555556,1.431944444444,1250,229,26,NA,6.2,59,20.5,29,2,0.54
20684,27831,"11/9/2011 ",-75.892361111111,9.290333333333,3.89,1557,14,5,6.62,90,28.4,100,0.6,0.17
20685,27634,"11/9/2011 ",-73.629222222222,4.799055555556,1645,31.3,49,6.1,5.78,400,17.8,380,1.1,0.43
20686,27904,"12/9/2011 ",-73.491833333333,4.780222222222,1920,40.2,90,NA,5.65,NA,16.6,5510,7.6,0.31
20705,27878,"13/9/2011 ",-75.269166666667,2.9925,430,138,11,6.6,7.56,24,23.4,38,0.5,0.12
20706,8810,"13/9/2011 ",-75.357472222222,3.053888888889,471,129.8,19,7,7.93,100,24.3,79,0.6,0.12
20707,27966,"13/9/2011 ",-75.892416666667,8.751611111111,14.6,126.5,29,5.1,6.16,440,28,400,1.2,0.24
